Unnamed: 0,content,score,appVersion,content_process,result,sentiment,proba,inferred_topic,inferred_probability
3887,skrng buat apa2 lama bngt responnya,1,1.2.3,skrng bngt responnya,"[{'label': 'negative', 'score': 0.9942394495010376}]",negative,0.9942394495010376,Opinion on Banking App,0.79591835
3888,Tambah ribet tambah lemot aplikasi ...tlp cs abis pulsa banyak tetep aja ngak bisa,1,1.2.3,ribet lot aplikasi tlp cs abis pulsa tetep aja ngak,"[{'label': 'negative', 'score': 0.9991901516914368}]",negative,0.9991901516914368,App Features,0.7188445
3889,bagus sekali,5,1.1.8,bagus,"[{'label': 'positive', 'score': 0.9978912472724915}]",positive,0.9978912472724916,User Experience,0.59957635
3890,😴,1,1.2.3,,"[{'label': 'neutral', 'score': 0.8039132356643677}]",neutral,0.8039132356643677,User Experience,0.2
3891,Ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3892,Lumayan mmbantu,5,1.2.3,lumayan mmbantu,"[{'label': 'positive', 'score': 0.9105982780456543}]",positive,0.9105982780456544,Mixed Feedback and Technical Issues,0.5998214
3893,"Selalu saja minta upgrade. Sdh di upgrade, malah gak bisa pakai. Heran dgn mbanking yg satu ini. Beda dgn mbanking bank lain. Tolong dong jgn begini terus....",1,1.2.3,upgrade sdh upgrade gak pakai heran dgn mbanking yg beda dgn mbanking bank tolong jgn,"[{'label': 'negative', 'score': 0.9980393052101135}]",negative,0.9980393052101136,Questions and Engagement,0.8438998
3894,Alhamdulillah memudahkan untuk kenerja saya....,4,,alhamdulillah mudah kenerja,"[{'label': 'positive', 'score': 0.9959606528282166}]",positive,0.9959606528282166,Questions and Engagement,0.48751435
3895,Good,5,1.2.3,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264,Opinion on Banking App,0.5999354
3896,"Kekurangan nya adalah suka di terkunci id login dan terblokir sendiri id login, gk di apa2in padahal...terus beda dengan bank BCA BNI yang bisa reset password atau aktivasi ulang melalui no hp dan gak perlu ke cabang kantor untuk menangani masalahnya....TERBURUK DANAMON UNTUK MOBILE BANKING",1,,kurang nya suka kunci id login blokir id login gk in beda bank bca bni reset password aktivasi ulang no hp gak cabang kantor tangan buruk danamon mobile banking,"[{'label': 'negative', 'score': 0.8827423453330994}]",negative,0.8827423453330994,Opinion on Banking App,0.44768095
3897,Saya mohon tolong di hapus data2 yg sdh saya daftarkan...mau daftar aja ribet amat....👎👎👎👎👎👎👎👎👎,1,1.2.3,mohon tolong hapus data yg sdh daftar daftar aja ribet,"[{'label': 'neutral', 'score': 0.7040768265724182}]",neutral,0.7040768265724182,Questions and Engagement,0.88422006
3898,"Aplikasi ini bukan membantu saya tapi menganggu segala aktivitas m banking saya, mohon segera perbaiki. Rumah saya jauh dari bank, jadi kalo ada gangguan seperti ini merasa sungguh tidak nyaman. Terima kasih",1,1.2.2,aplikasi bantu menganggu aktivitas banking mohon baik rumah bank kalo ganggu sungguh nyaman terima kasih,"[{'label': 'negative', 'score': 0.9985913634300232}]",negative,0.9985913634300232,Opinion on Banking App,0.65573186
3899,Bagus banyak pilihan cara trx apalagi ada fitur danamon grab,5,1.2.3,bagus pilih trx fitur danamon grab,"[{'label': 'positive', 'score': 0.9977843165397644}]",positive,0.9977843165397644,Mixed Feedback and Technical Issues,0.3979651
3900,Ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3901,Gudapp,5,1.2.2,gudapp,"[{'label': 'negative', 'score': 0.994199275970459}]",negative,0.994199275970459,User Experience,0.2
3902,Untuk masalah transfer sekarang cukup memakan waktu. Biasanya 10-15menit sudah masuk. Sekarang sampai berjam - jam. Tolonglah diperbaiki lagi tentang masalah transfer. Kan jadi terhambat jika posisi kita perlu cepat.,1,,transfer makan menit masuk jam jam tolong baik transfer hambat posisi cepat,"[{'label': 'negative', 'score': 0.9986438155174255}]",negative,0.9986438155174256,Opinion on Banking App,0.69634366
3903,BAD,1,1.2.3,bad,"[{'label': 'negative', 'score': 0.9515674710273743}]",negative,0.9515674710273744,Opinion on Banking App,0.5993609
3904,Kenapa kok Lemot.....,1,1.2.3,lot,"[{'label': 'negative', 'score': 0.9986945986747742}]",negative,0.9986945986747742,Mixed Feedback and Technical Issues,0.5986896
3905,Sarah sih mending gausah ngadain event pembukaan rek lewat dana dapet reward kalo gasanggup bayar!!! Mana ribet pembukaannya udah kaya introgasi! Ga amanah juga!!,1,1.2.3,sarah sih mending gausah ngadain event buka rek dana dapet reward kalo gasanggup bayar ribet buka udah kaya introgasi ga amanah,"[{'label': 'negative', 'score': 0.9991063475608826}]",negative,0.9991063475608826,Mixed Feedback and Technical Issues,0.4523889
3906,D bank yang lama lebih bagus.. yang baru justru sama sekali ga bisa di buka..bahkan saya klik lebih dari 1 menit dan berulang ulang ttp aja tampilan layar gelap . padahal sinyal bagus..bukan wifi..kuota banyak.. nyesel saya.. mau balik pake yg D bank lama sudah ga ada.. gimana nih.. tolong diperbaiki layanan nya .,2,,bank bagus ga buka klik menit ulang ulang ttp aja tampil layar gelap sinyal bagus wifi kuota nyesel pake yg bank ga gimana nih tolong baik layan nya,"[{'label': 'negative', 'score': 0.9990917444229126}]",negative,0.9990917444229126,User Experience,0.6284281
3907,Oke,5,1.2.3,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
3908,Ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3909,Saya minta tolong admin email saya yg sudah terdaftar danamon register tidak bisa masuk melalui email saya ke aplikasi bank pro,4,1.2.3,tolong admin email yg daftar danamon register masuk email aplikasi bank pro,"[{'label': 'neutral', 'score': 0.9990550875663757}]",neutral,0.9990550875663756,Opinion on Banking App,0.7811276
3910,Coba dulu,2,1.2.3,coba,"[{'label': 'neutral', 'score': 0.980471670627594}]",neutral,0.980471670627594,Mixed Feedback and Technical Issues,0.59217113
3911,"Tipu,katanya dapat reward 50k kalo daftar via dana",1,1.2.3,tipu reward kalo daftar via dana,"[{'label': 'neutral', 'score': 0.9982379674911499}]",neutral,0.99823796749115,Mixed Feedback and Technical Issues,0.88419443
3912,Ko atm nya belum datang juga dah mau 1bln gimana mau transaksi,1,,ko atm nya dah bln gimana transaksi,"[{'label': 'negative', 'score': 0.9957450032234192}]",negative,0.9957450032234192,Questions and Engagement,0.89825463
3913,Cs nya kurang ramah.,1,1.2.3,cs nya ramah,"[{'label': 'negative', 'score': 0.9983178377151489}]",negative,0.9983178377151488,Questions and Engagement,0.79489046
3914,"Saya Lupa Password M Rangking Dan Nmr Tlfn Yg Terdaftar Juga Sudah Tidak Valid, Lalu Bagaimana Saya Bisa Memasukkan M Bangking Saya Kembali, Mohon Penjelasan Nya.... Karna Selama 2Thn Terakhir Gatau Saldo Masuk Keluarnya Di Karnakan Dulu Hanya Kendala HP 😢",2,1.2.3,lupa password rangking nmr tlfn yg daftar valid masuk bangking mohon jelas nya karna thn gatau saldo masuk keluar karnakan kendala hp,"[{'label': 'neutral', 'score': 0.9849270582199097}]",neutral,0.9849270582199096,Questions and Engagement,0.6591251
3915,"Sebaiknya jangan terlalu sering minta di update, baru beberapa Minggu di buka , hari ini minta di update lagi.. Yang pada akhirnya terlambat untuk mengirim, parah juga ini aplikasi D-Bank PRO..🙄🙄🤦 Minta update terus, #Mohon ada perbaikan kembali terkait aplikasinya, jangan tiap buka aplikasinya minta di update terus 🙄🤷🤦",1,1.2.3,update minggu buka update lambat kirim parah aplikasi bank pro update baik kait aplikasi buka aplikasi update,"[{'label': 'negative', 'score': 0.9957044720649719}]",negative,0.995704472064972,Questions and Engagement,0.5723463
3916,Ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3917,Apakan dbank versi lama masih bisa digunakan? Soalnya belum saya hapus yang versi lama,4,1.2.3,apa dbank versi hapus versi,"[{'label': 'neutral', 'score': 0.9750741720199585}]",neutral,0.9750741720199584,Questions and Engagement,0.49283302
3918,Sulit sekali untuk buka m-banking saja. Padahal sudah di update tapi aplikasi minta buat di update teruss,2,1.2.2,sulit buka banking update aplikasi update teruss,"[{'label': 'negative', 'score': 0.9950246214866638}]",negative,0.9950246214866638,App Features,0.4623834
3919,Mau daftar online buka rekening aja bertele tele kayak mau pinjem duit aja .. Saya mau jd nasabah bukan mau pinjam uang .. ribet banget jd males,1,1.2.3,daftar online buka rekening aja tele tele kayak pinjem duit aja jd nasabah pinjam uang ribet banget jd males,"[{'label': 'negative', 'score': 0.9711469411849976}]",negative,0.9711469411849976,Questions and Engagement,0.71986705
3920,"Ini gimana caranya masuk , di surus update ,tp gak ada menu update cuman ada menu buka dan unisntal🤣, mau beli pulsa jadi gak bisa alah",3,1.2.3,gimana masuk surus update tp gak menu update cuman menu buka unisntal beli pulsa gak alah,"[{'label': 'negative', 'score': 0.5294568538665771}]",negative,0.5294568538665771,App Features,0.539667
3921,Kenapa nomor debit di aplikasi Dana tidak sama dengan nomor kartu asli nya,1,1.2.3,nomor debit aplikasi dana nomor kartu asli nya,"[{'label': 'negative', 'score': 0.6393800973892212}]",negative,0.6393800973892212,App Features,0.674891
3922,Baik,5,1.2.3,,"[{'label': 'positive', 'score': 0.9978936314582825}]",positive,0.9978936314582824,User Experience,0.2
3923,Transaksi pengiriman gagal tetapi saldo kepotong tidak balik lagi merasa sangat di tipu oleh bank danamon ..awas anda korban berikut nya,1,,transaksi kirim gagal saldo potong tipu bank danamon awas korban nya,"[{'label': 'negative', 'score': 0.998120129108429}]",negative,0.998120129108429,Mixed Feedback and Technical Issues,0.91766244
3924,Aduh gmn ni disuruh update udah 3 hari g bisa loging ..bukannya tambah bagus malah makin ngeselin ... ??????????,1,1.2.2,aduh gmn ni suruh update udah loging bagus ngeselin,"[{'label': 'negative', 'score': 0.9994701743125916}]",negative,0.9994701743125916,User Experience,0.5345336
3925,"Saya tidak dapat rewards dana balance dari promo buka tabungan danamon di dana, padahal saya sudah berhasil buka tabungan danamon di dana tapi tidak ada reward yang saya terima setelah menunggu 30 hari🗿",1,1.2.3,rewards dana balance promo buka tabung danamon dana hasil buka tabung danamon dana reward terima tunggu,"[{'label': 'neutral', 'score': 0.5936099290847778}]",neutral,0.5936099290847778,User Experience,0.87556744
3926,"Downgrade banget aplikasinya, lebih bagus yang online banking sebelumnya, sekarang kalau login minta aktivasi mulu, dan ketika mengirim ke no rekening yang tersimpang selalu muncul notif nomor tidak diketahui, untuk orang awam ini ui/ux nya sangat jauh dari kata sempurna, ayo semangat lebih bagus lagi, minimal seperti punya si ai em bi.",1,1.2.3,downgrade banget aplikasi bagus online banking login aktivasi mulu kirim no rekening simpang muncul notif nomor orang awam ui ux nya sempurna ayo semangat bagus minimal si ai em bi,"[{'label': 'negative', 'score': 0.9938305020332336}]",negative,0.9938305020332336,Mixed Feedback and Technical Issues,0.3370677
3927,Lancar dan aman unk traksaksi,5,1.2.3,lancar aman unk traksaksi,"[{'label': 'positive', 'score': 0.878800630569458}]",positive,0.878800630569458,User Experience,0.73218966
3928,Top markotop,5,1.2.3,top markotop,"[{'label': 'positive', 'score': 0.9933290481567383}]",positive,0.9933290481567384,Questions and Engagement,0.7331257
3929,Daftar Januari pertengahan karena ada sales nya nawarin buka tabungan 1jt tahan saldo sampai akhir bulan nanti di February akan dpt chasbak 150rb bahkan ada chasback tambahan perbulannya 50rb selama 3 bulan kalo melakukan transaksi topup ovo atau gopay gitu trus isi token minimal 100rb udh ikutin semua sampe sekarang ngibul doang entah dr sales nya atau dr pihak bank nya yg ga bener Salesnya di tanya emng di jawab tapi suruh tunggu aja Sama 1 lg ada pihak asuransi nelpon tidak sopan,1,,daftar januari tengah sales nya nawarin buka tabung jt tahan saldo february dpt chasbak rb chasback tambah bulan rb kalo transaksi topup ovo gopay gitu trus isi token minimal rb udh ikutin sampe ngibul doang dr sales nya dr bank nya yg ga bener salesnya emng suruh tunggu aja lg asuransi nelpon sopan,"[{'label': 'negative', 'score': 0.9962753057479858}]",negative,0.9962753057479858,Mixed Feedback and Technical Issues,0.47796977
3930,"Hai Danamon, dari sore jam15:00wib sampai 18:22 saya gunakan D-bank pro ini tidak bisa, muncul anda harus update ke versi terbaru pro. Sedangkan saya cek sudah menggunakan versi yang terbaru.. Mohon penjelasannya detailnya",5,,hai danamon sore jam wib bank pro muncul update versi baru pro cek versi baru mohon jelas detail,"[{'label': 'neutral', 'score': 0.9965638518333435}]",neutral,0.9965638518333436,Mixed Feedback and Technical Issues,0.42606783
3931,Jangan tawarkan asuransi pada nasabah. Banyak orang awam yang gak ngerti akhirnya cuma iya iya saldo rekening berkurang itu buat trauma Nasabah punya rekening.,1,,tawar asuransi nasabah orang awam gak ngerti iya iya saldo rekening kurang trauma nasabah rekening,"[{'label': 'negative', 'score': 0.9979211688041687}]",negative,0.9979211688041688,Mixed Feedback and Technical Issues,0.57253075
3932,Keren,5,1.2.1,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.999236822128296,Questions and Engagement,0.5997679
3933,👍,3,1.2.3,,"[{'label': 'neutral', 'score': 0.8039132356643677}]",neutral,0.8039132356643677,User Experience,0.2
3934,"Setiap hari maintance terus .. Ngga ada bosennya Setiap butuh mau transaksi urgen harus nunggu berjam jam, tolong kak dikondisikan untuk maintance.nya biar pengguna yang lain . Maupun yang baru daftar biar ngga kecewa dengan aplikasi yang kaka sediakan . Terima kasih Salam dari pengguna yang sangat sabar menghadapi maintance yang sangat amat membosankan ini .",1,1.2.3,maintance ngga bosennya butuh transaksi urgen nunggu jam jam tolong kak kondisi maintance nya biar guna daftar biar ngga kecewa aplikasi kaka sedia terima kasih salam guna sabar hadap maintance bosan,"[{'label': 'positive', 'score': 0.9257379770278931}]",positive,0.9257379770278932,Mixed Feedback and Technical Issues,0.54811287
3935,Maaf pak/bu saya kan udah buka rekening danamon lewat dana. Apa saya udah bisa langsung masuk D-bank tanpa harus nunggu kartu debit nya datang ?,2,1.2.3,maaf bu udah buka rekening danamon dana udah langsung masuk bank nunggu kartu debit nya,"[{'label': 'neutral', 'score': 0.9973883032798767}]",neutral,0.9973883032798768,Questions and Engagement,0.6136458
3936,"Kalau mau unduh dbank biasa, bagaimana?",5,1.2.3,unduh dbank,"[{'label': 'neutral', 'score': 0.9243699908256531}]",neutral,0.9243699908256532,App Features,0.59616053
3937,Mudah sekali sangat membantu untuk transaksi 👍,5,1.2.3,mudah bantu transaksi,"[{'label': 'positive', 'score': 0.9981638789176941}]",positive,0.998163878917694,User Experience,0.7976136
3938,"Bank teribet banyak uang terdebit ga jelass ,..Dan prosess pengajuan pengembLian uang terlama dan haruss melewati banyakk blaaa...blaa...blaaa..😂😂",1,1.2.3,bank teribet uang debit ga jelass prosess aju pengemblian uang lama haruss lewat banyakk blaaa blaa blaaa,"[{'label': 'negative', 'score': 0.4815022051334381}]",negative,0.4815022051334381,Opinion on Banking App,0.8836087
3939,Siap,5,1.2.3,,"[{'label': 'positive', 'score': 0.9969436526298523}]",positive,0.9969436526298524,User Experience,0.2
3940,Mantap,5,1.2.3,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.5999369
3941,halo selamat sore bpk/ibu gimana cara nya untuk mengaktifkan lewat online,5,,halo selamat sore bpk gimana nya aktif online,"[{'label': 'neutral', 'score': 0.9977558255195618}]",neutral,0.9977558255195618,Opinion on Banking App,0.6924094
3942,Baik,5,1.2.2,,"[{'label': 'positive', 'score': 0.9978936314582825}]",positive,0.9978936314582824,User Experience,0.2
3943,The best DANAMON... Fitur warna tampilan nya di tambah dong pilihan min biar menarik hehe,5,1.2.3,the best danamon fitur warna tampil nya pilih min biar tarik hehe,"[{'label': 'neutral', 'score': 0.9699121117591858}]",neutral,0.9699121117591858,Opinion on Banking App,0.6580192
3944,Sangat puas sekali,5,1.2.3,puas,"[{'label': 'positive', 'score': 0.996009111404419}]",positive,0.996009111404419,Mixed Feedback and Technical Issues,0.59996665
3945,"Bikin males.. Mau transfer lewat va gagal mulu..mna lelet lagi kayak keong..kirain sinyalnya,ternyata apk nya yg lemot 🙄",1,1.2.3,bikin males transfer va gagal mulu mna lelet kayak keong kirain sinyal apk nya yg lot,"[{'label': 'negative', 'score': 0.9991413354873657}]",negative,0.9991413354873656,User Experience,0.52344227
3946,Ok,3,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3947,Telepon ke 1500090 malah abis pulsa ...masalah nggak tertangani...cs nya berbelit belit,1,1.2.3,telepon abis pulsa nggak tangan cs nya belit belit,"[{'label': 'negative', 'score': 0.99920254945755}]",negative,0.99920254945755,Questions and Engagement,0.37892625
3948,Jngan terlalu sering update. Jdi terganggu mau transaksi yg penting,3,,jngan update jdi ganggu transaksi yg,"[{'label': 'negative', 'score': 0.9975698590278625}]",negative,0.9975698590278624,Mixed Feedback and Technical Issues,0.86277485
3949,Knp minta upgrade terus 😢,3,1.2.2,knp upgrade,"[{'label': 'neutral', 'score': 0.9811348915100098}]",neutral,0.9811348915100098,Questions and Engagement,0.7316878
3950,Hallo ini kenapa udah beberapa jam sistem dalam masa perbaikan Mulu saya tidak dapet bisa login,2,1.2.3,hallo udah jam sistem baik mulu dapet login,"[{'label': 'negative', 'score': 0.9971477389335632}]",negative,0.9971477389335632,Opinion on Banking App,0.6521691
3951,Sering sekali terjadi perbaikan,3,1.2.3,baik,"[{'label': 'negative', 'score': 0.8510602116584778}]",negative,0.8510602116584778,Opinion on Banking App,0.5969168
3952,"Ngisi saldo shoope pay masa kena biaya 7500 :') lucu bgt, padahal kalo BANK yg lain kena biaya cuma 500-1000 doang",1,1.2.3,ngisi saldo shoope pay kena biaya lucu bgt kalo bank yg kena biaya doang,"[{'label': 'negative', 'score': 0.9955195188522339}]",negative,0.995519518852234,App Features,0.77887285
3953,Mau daftar banking nya kok ganguan teknis trs ya gimana nih,1,1.2.3,daftar banking nya ganguan teknis trs ya gimana nih,"[{'label': 'negative', 'score': 0.9850336909294128}]",negative,0.9850336909294128,Questions and Engagement,0.69349813
3954,Kenapa saya tidak bisa login?,1,1.2.3,login,"[{'label': 'neutral', 'score': 0.9213324189186096}]",neutral,0.9213324189186096,Opinion on Banking App,0.591646
3955,Sangat membantu,5,1.2.3,bantu,"[{'label': 'positive', 'score': 0.9959172606468201}]",positive,0.99591726064682,User Experience,0.59962505
3956,Ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3957,Sangat memuaskan Untuk transaksi nggak ribet sama sekali Pokok nya top deh,5,1.2.3,muas transaksi nggak ribet pokok nya top deh,"[{'label': 'positive', 'score': 0.9988314509391785}]",positive,0.9988314509391784,Mixed Feedback and Technical Issues,0.5310397
3958,Kenpa tidak bisa transfer (ada note rekening ada tidak tersedia) mohon penjelasannya,2,1.2.3,kenpa transfer note rekening sedia mohon jelas,"[{'label': 'neutral', 'score': 0.9988873600959778}]",neutral,0.9988873600959778,User Experience,0.71865135
3959,Ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3960,Mantaf,5,,mantaf,"[{'label': 'positive', 'score': 0.9564898014068604}]",positive,0.9564898014068604,User Experience,0.2
3961,Baru pake 1 bulan belum ada minta update pusing dah. Gitu di update juga susah,2,1.2.2,pake update pusing dah gitu update susah,"[{'label': 'negative', 'score': 0.9988504648208618}]",negative,0.9988504648208618,Mixed Feedback and Technical Issues,0.6870434
3962,Apalikasi menyebalkan Mau transfer gak bisa Adanya aplikasi ini untuk mempermudah transaksi tapi kenyataannya malah menyusahkan😴,1,1.2.3,apalikasi sebal transfer gak aplikasi mudah transaksi nyata susah,"[{'label': 'negative', 'score': 0.9991938471794128}]",negative,0.9991938471794128,User Experience,0.62142843
3963,"Males banget,sering upgrade..",1,1.2.2,males banget upgrade,"[{'label': 'negative', 'score': 0.999440610408783}]",negative,0.999440610408783,Questions and Engagement,0.79687345
3964,Uda bagus sih. Uda banyak fitur n fungsinya n overall uda gud. Cuma utk transaksi hari ini koq baru bisa dicek besoknya. Nggak up to date.. Fix it please.,4,1.2.3,uda bagus sih uda fitur fungsi overall uda gud utk transaksi koq cek besok nggak up to date fix it please,"[{'label': 'negative', 'score': 0.9794283509254456}]",negative,0.9794283509254456,Mixed Feedback and Technical Issues,0.42425355
3965,"Kenapa harus ada biaya adminnya ketika mau transfer ataupun pembayaran via?,saya akan lebih senang kalo semua serba gratis agar tidak mengurangi uang kita.",5,1.2.3,biaya adminnya transfer bayar via senang kalo serba gratis kurang uang,"[{'label': 'positive', 'score': 0.9785045385360718}]",positive,0.9785045385360718,User Experience,0.5621474
3966,"Nsb yth, terkait laporan anda No 15075520, transaksi berhasil diterima rekening tujuan tgl 04/03/2022. Info hub 1500090 dari tanggal 3saldo saya berkurang dan dana kepenerima juga belom sampai Sampai sekarang dana hilang kata nya minta mutasi ke rekening penerima saldo nya juga ngk masuk bagai mana mau minta mutasi aneh banget ini udah hampir 20 hari tiada ke pastian dari pihak danamon",1,1.2.2,nsb yth kait lapor no transaksi hasil terima rekening tuju tgl info hub tanggal saldo kurang dana terima bom dana hilang nya mutasi rekening terima saldo nya ngk masuk mutasi aneh banget udah tiada pasti danamon,"[{'label': 'negative', 'score': 0.9923610091209412}]",negative,0.9923610091209412,Mixed Feedback and Technical Issues,0.3469967
3967,"tidak diragukan lagi, untuk segi fitur sudah lebih dari cukup. aksesibilitas mudah, dan program yang ditawarkan jelas.. terimakasih atas cashback 50 ribunya",5,,ragu segi fitur aksesibilitas mudah program tawar terimakasih cashback ribu,"[{'label': 'positive', 'score': 0.9985283613204956}]",positive,0.9985283613204956,App Features,0.30609044
3968,"Tiap bulan wajib update, klo enggak g bs dipake 😵",1,1.2.2,wajib update klo bs dipake,"[{'label': 'neutral', 'score': 0.9976453185081482}]",neutral,0.9976453185081482,Questions and Engagement,0.8645896
3969,Ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3970,"Duh padahal udah 6tahun penggunaan rutin saya kok malah aplikasi ini yang menyeballlkan yah, minta update Mulu giliran diikuti udh buka tapi minta update lagi, bingung aplikasi nya belom sempurna tolong donk ini ditingkatkan seperti sedia kalaaa",1,,duh udah guna rutin aplikasi menyeballlkan yah update mulu gilir ikut udh buka update bingung aplikasi nya bom sempurna tolong donk tingkat sedia kalaaa,"[{'label': 'negative', 'score': 0.9991102814674377}]",negative,0.9991102814674376,Mixed Feedback and Technical Issues,0.65513474
3971,👍,5,1.2.1,,"[{'label': 'neutral', 'score': 0.8039132356643677}]",neutral,0.8039132356643677,User Experience,0.2
3972,Bagus,5,1.2.3,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.5995778
3973,Udah brhasil daptar mau masuk malah ga bisa aduh,3,,udah brhasil daptar masuk ga aduh,"[{'label': 'negative', 'score': 0.9971275925636292}]",negative,0.9971275925636292,Questions and Engagement,0.61968875
3974,👍,5,1.2.1,,"[{'label': 'neutral', 'score': 0.8039132356643677}]",neutral,0.8039132356643677,User Experience,0.2
3975,"Pembayaran VA gagal tidak berhasil, Tapi Saldo Berkurang, Lama"" tambah parah aja ni bank, mending tarik semua saldo aja dah",2,1.2.3,bayar va gagal hasil saldo kurang parah aja ni bank mending tarik saldo aja dah,"[{'label': 'negative', 'score': 0.9994215965270996}]",negative,0.9994215965270996,Mixed Feedback and Technical Issues,0.63043904
3976,Jangan sampai ada salah gunakan data saya ya daftar sudah sesuai alasan ga masuk akal pak ntr saya ke bank danamon langsung di daerah saya jangan sampai mau nipu2 ya ambil data saya tolong di hapus saja klo mank ga bisa bikin data band secara online,1,,salah data ya daftar sesuai alas ga masuk akal ntr bank danamon langsung daerah nipu ya ambil data tolong hapus klo mank ga bikin data band online,"[{'label': 'negative', 'score': 0.9951496720314026}]",negative,0.9951496720314026,Questions and Engagement,0.87449926
3977,Knapa minta di update terus ya..,3,1.2.3,knapa update ya,"[{'label': 'neutral', 'score': 0.9942890405654907}]",neutral,0.9942890405654908,Mixed Feedback and Technical Issues,0.6823035
3978,"Bisakah saya meminjam uang di danamon,",5,1.2.3,pinjam uang danamon,"[{'label': 'neutral', 'score': 0.9969027638435364}]",neutral,0.9969027638435364,Questions and Engagement,0.79652494
3979,Keren.👍danamon,5,1.2.3,keren danamon,"[{'label': 'positive', 'score': 0.9988600015640259}]",positive,0.998860001564026,Questions and Engagement,0.72839
3980,Sangat membantu transaksi online,3,1.2.3,bantu transaksi online,"[{'label': 'positive', 'score': 0.9977602958679199}]",positive,0.99776029586792,User Experience,0.42518672
3981,Ok,5,,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3982,Sering error,1,,error,"[{'label': 'negative', 'score': 0.9683082103729248}]",negative,0.9683082103729248,Mixed Feedback and Technical Issues,0.59914184
3983,"Selamat akun D Bank Pro anda sudah berhasil diaktifkan Apanya yg aktif,akun sudah sesuai malah ga kebuka,gmn ini ..hadeuuuh",5,1.2.3,selamat akun bank pro hasil aktif apa yg aktif akun sesuai ga buka gmn hadeuuuh,"[{'label': 'negative', 'score': 0.5016285181045532}]",negative,0.5016285181045532,Questions and Engagement,0.6505226
3984,"Pendaftaran via vc sama cs gak jelas, istri sy di tolak cuma karena tak kasih tau dari samping nama perusahaan sy kerja. Kita orang kerja PT nya gonta ganti, maklum kalo istri ga hafal nama lengkap PT nya... Ngasih tau gitu aja gaboleh, kaya mau ujian aja. Lu pada mau dapat nasabah gak sih? Logikanya kalo buat rekening langsung di kantor, istri sy tanya PT tempat kerja saya bekerja juga langsung di tolak gitu? Lucu",3,,daftar via vc cs gak istri sy tolak kasih tau samping nama usaha sy kerja orang kerja pt nya gonta ganti maklum kalo istri ga hafal nama lengkap pt nya ngasih tau gitu aja gaboleh kaya uji aja lu nasabah gak sih logika kalo rekening langsung kantor istri sy pt kerja langsung tolak gitu lucu,"[{'label': 'negative', 'score': 0.9986444115638733}]",negative,0.9986444115638732,Opinion on Banking App,0.75598
3985,Ok,5,1.2.1,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
3986,"Bebas biaya admin bulanan, bebas biaya transfer, tanpa saldo di tahan, tanpa penalti di bawah saldo minimum.. buka rekening jadi lebih nyaman karena gak harus keluar biaya ini itu. THX DANAMON 👍👍 ⭐⭐⭐⭐⭐",5,,bebas biaya admin bulan bebas biaya transfer saldo tahan penalti saldo minimum buka rekening nyaman gak biaya thx danamon,"[{'label': 'positive', 'score': 0.8525561094284058}]",positive,0.8525561094284058,User Experience,0.8479589
3987,"Aplikasi yg rakus update, blm lama saya update, masa udh minta update lagi? Aplikasi yg mengecewakan nasabah, percuma download ini, mending saya hapus saja",1,1.2.3,aplikasi yg rakus update blm update udh update aplikasi yg kecewa nasabah download mending hapus,"[{'label': 'negative', 'score': 0.999315619468689}]",negative,0.999315619468689,Mixed Feedback and Technical Issues,0.5240577
3988,"Lama-lama kami sebagai mitra Danamon merasa kecewa dan merasa tidak nyaman dengan ada update aplikasi yang sesering ini,kemungkinan lama kelamaan mitra Danamon akan berpindah ke bank lain begitu dengan pribadi saya sendiri",1,,mitra danamon kecewa nyaman update aplikasi sering mitra danamon pindah bank pribadi,"[{'label': 'negative', 'score': 0.9989018440246582}]",negative,0.9989018440246582,Mixed Feedback and Technical Issues,0.80759287
